county_code,establishment_id,inspection_id,inspection_date,establishment_name,street_address,city,zip,state_id,establishment_type,score,grade,inspector_id
1,,,12/10/2020,THE EDDY,1715 SAXAPAHAW BETHLEHEM CHURC,SAXAPAHAW,27340,3001011275,1 - Restaurant,99.0,A,1750
1,,,12/9/2020,EL CARBONERO RESTAURANT,517 W ELM ST,GRAHAM,27253,3001011441,1 - Restaurant,96.5,A,2005
1,,,12/9/2020,MILL CREEK GOLF CLUB,1700 ST ANDREWS DR,MEBANE,27302,3001010380,1 - Restaurant,100.0,A,2757
1,,,12/9/2020,THE OLD SHARKEY'S GRILL,203 S ANTHONY ST,BURLINGTON,27215,3001011036,1 - Restaurant,98.0,A,1750
1,,,12/9/2020,VALERIO'S ITALIAN RESTAURANT,120 E FRONT ST,BURLINGTON,27215,3001011038,1 - Restaurant,95.0,A,1750
1,,,12/9/2020,WAL MART 3612  DELI,530 S GRAHAM HOPEDALE RD,BURLINGTON,27217,3001020580,2 - Food Stands,94.5,A,2709
1,,,12/8/2020,GUERRERO MEXICAN RESTAURANT,921 S MAIN ST,GRAHAM,27253,3001010922,1 - Restaurant,97.5,A,2005
1,,,12/8/2020,OCCASIONS II,286 E FRONT ST,BURLINGTON,27215,3001010490,1 - Restaurant,93.5,A,1750
1,,,12/8/2020,PAPA JOHN'S PIZZA  1178,1809 N CHURCH ST,BURLINGTON,27217,3001020486,2 - Food Stands,97.0,A,1437
1,,,12/8/2020,PEKING HOUSE,1441 UNIVERSITY DR SUITE G,BURLINGTON,27215,3001011339,1 - Restaurant,96.5,A,2709
1,,,12/8/2020,ROMA'S PIZZA,1012 MEBANE OAKS RD,MEBANE,27302,3001010657,1 - Restaurant,97.0,A,2757
1,,,12/8/2020,SAKE JAPANESE HOUSE,1010 MEBANE OAKS RD,MEBANE,27302,3001010935,1 - Restaurant,96.0,A,2757
1,,,12/8/2020,SAKURA SOUTH JAPANESE STEAKHOUSE,3272 S CHURCH ST,BURLINGTON,27215,3001010795,1 - Restaurant,99.0,A,2590
1,,,12/8/2020,THE SMOKEHOUSE AT STEVE'S,331 W HARDEN ST,GRAHAM,27253,3001011425,1 - Restaurant,96.0,A,2005
1,,,12/7/2020,RAY'S QUICK STOP,7610 NC HWY 87 SOUTH,SNOW CAMP,27349,3001020387,2 - Food Stands,93.5,A,1750
1,,,12/7/2020,SKID'S RESTAURANT,134 W HAGGARD AVE,ELON,27244,3001010678,1 - Restaurant,94.5,A,2709
1,,,12/4/2020,HAR-LEE'S GRILL,2270 N CHURCH ST,BURLINGTON,27217,3001011398,1 - Restaurant,99.0,A,2757
1,,,12/4/2020,TEXAS ROADHOUSE,1651 GLIDEWELL DR,BURLINGTON,27215,3001010931,1 - Restaurant,97.0,A,2709
1,,,12/4/2020,WAFFLE HOUSE #450,2701 ALAMANCE RD,BURLINGTON,27215,3001011412,1 - Restaurant,95.5,A,2688
1,,,12/3/2020,CHINA ONE,508 RAUHUT ST,BURLINGTON,27217,3001010509,1 - Restaurant,96.0,A,1437
1,,,12/3/2020,FIREHOUSE SUBS,2471 S CHURCH ST,BURLINGTON,27215,3001011527,1 - Restaurant,99.0,A,2590
1,,,12/3/2020,LA GUERRERENSE,2173 N CHURCH ST,BURLINGTON,27217,3001010937,1 - Restaurant,98.0,A,2757
1,,,12/3/2020,MIKE'S DELI WEST,3340 S CHURCH ST,BURLINGTON,27215,3001010499,1 - Restaurant,96.0,A,2709
1,,,12/3/2020,SAMS GRILL AND GROCERY,5545 NC HWY 119 N,MEBANE,27302,3001020386,2 - Food Stands,97.0,A,2757
1,,,12/3/2020,SMITHFIELD CHICKEN 'N BAR-B-Q,1372 TIKI LANE,BURLINGTON,27215,3001011308,1 - Restaurant,99.0,A,2709
1,,,12/3/2020,SPEEDWAY 6958,653 E WEBB AVE,BURLINGTON,27217,3001020567,2 - Food Stands,98.0,A,1750
1,,,12/3/2020,WESTERN STEAK HOUSE,142 N GRAHAM-HOPEDALE RD,BURLINGTON,27217,3001010199,1 - Restaurant,96.5,A,2005
1,,,12/2/2020,CRAZY MEXICO #2,2463 W WEBB AVE,BURLINGTON,27217,3001011337,1 - Restaurant,98.5,A,1750
1,,,12/2/2020,DRURY INNS & SUITES,1767 GLIDEWELL DR,BURLINGTON,27215,3001011353,1 - Restaurant,98.0,A,2709
1,,,12/2/2020,LA FIESTA MEBANE,1040 MEBANE OAKS RD,MEBANE,27302,3001010740,1 - Restaurant,97.5,A,2757
1,,,12/2/2020,LA PUPUSERIA LAS DELICIAS MFU,945 E WEBB AVE,BURLINGTON,27217,3001030145,3 - Mobile Food,100.0,A,1750
1,,,12/2/2020,SKIDS II OF GRAHAM,134 N MAIN ST,GRAHAM,27253,3001010790,1 - Restaurant,95.0,A,2005
1,,,12/2/2020,SPEEDWAY 6965,1105 MEBANE OAKS RD,MEBANE,27302,3001020600,2 - Food Stands,98.0,A,2757
1,,,12/2/2020,THE ROOT,110 W LEBANON AVE,ELON,27244,3001011207,1 - Restaurant,99.5,A,2709
1,,,12/1/2020,BOSTON SANDWICH SHOP,238 W FRONT ST,BURLINGTON,27215,3001010027,1 - Restaurant,91.5,A,1750
1,,,12/1/2020,BURLINGTON BEER WORKS,103 E FRONT ST,BURLINGTON,27215,3001011427,1 - Restaurant,95.0,A,1750
1,,,12/1/2020,HARUSAKI SUSHI BAR AND GRILL,1449 UNIVERSITY DR SUITE H,BURLINGTON,27215,3001011010,1 - Restaurant,93.5,A,2709
1,,,12/1/2020,LA COCINA #11,3932 S CHURCH ST,BURLINGTON,27215,3001011451,1 - Restaurant,98.0,A,2709
1,,,11/30/2020,NEW STIR KING,1014 MEBANE OAKS RD,MEBANE,27302,3001010616,1 - Restaurant,92.0,A,2757
1,,,11/25/2020,CEDAR RIDGE RETIREMENT,2680 S MEBANE ST,BURLINGTON,27215,3001011031,1 - Restaurant,99.0,A,2590
1,,,11/24/2020,CATRINA'S TEQUILA AND TACO BAR,1239 SOUTH FIFTH STREET,MEBANE,27302,3001011354,1 - Restaurant,96.5,A,2757
1,,,11/24/2020,LA COCINA  5,1715 N CHURCH ST,BURLINGTON,27217,3001010840,1 - Restaurant,99.0,A,2005
1,,,11/24/2020,NIOBE JAPANESE HIBACHI STEAK HOUSE/SUSHI,1071 S MAIN ST,GRAHAM,27253,3001010997,1 - Restaurant,95.0,A,2005
1,,,11/24/2020,PAPA JOHN'S PIZZA/MEBANE,1239  S FIFTH ST,MEBANE,27302,3001020563,2 - Food Stands,98.0,A,2757
1,,,11/23/2020,MCDONALD'S,1904 WEST WEBB AVE,BURLINGTON,27217,3001011012,1 - Restaurant,95.5,A,1750
1,,,11/23/2020,SKID S II,1833 S  CHURCH ST,BURLINGTON,27215,3001010168,1 - Restaurant,97.0,A,2590
1,,,11/23/2020,THE CUTTING BOARD,2699 RAMADA RD,BURLINGTON,27215,3001010901,1 - Restaurant,99.5,A,2590
1,,,11/20/2020,LAKESIDE DINING HALL,100 DALTON MCMICHAEL DR,ELON,27244,3001011260,1 - Restaurant,98.0,A,2709
1,,,11/20/2020,LOWES FOODS #236 PRODUCE,1020 MEBANE OAKS RD,MEBANE,27302,3001020613,2 - Food Stands,99.0,A,2757
1,,,11/20/2020,MCEWEN RETAIL,114 N WILLIAMSON AVE,ELON,27244,3001011421,1 - Restaurant,98.0,A,2709
1,,,11/20/2020,SHANGHAI RESTAURANT,500 W ELM ST,GRAHAM,27253,3001010883,1 - Restaurant,94.5,A,2005
1,,,11/19/2020,CHINA GATE,3127 GARDEN RD,BURLINGTON,27215,3001011085,1 - Restaurant,98.0,A,2590
1,,,11/19/2020,DANIELEY CENTER COMMONS,700 E HAGGARD AVE,ELON,27244,3001010543,1 - Restaurant,99.0,A,2709
1,,,11/19/2020,GRAHAM SODA SHOP AND GRILL,22 NE COURT SQ,GRAHAM,27253,3001010889,1 - Restaurant,97.0,A,2005
1,,,11/19/2020,HARBOR INN SEAFOOD,2408 S CHURCH ST,BURLINGTON,27215,3001010371,1 - Restaurant,100.0,A,2590
1,,,11/19/2020,HONDA POWER EQUIPMENT,3721 NC HWY 119 S,SWEPSONVILLE,27359,3001011476,1 - Restaurant,99.0,A,2757
1,,,11/19/2020,LIGGETT GROUP,100 MAPLE LN,MEBANE,27302,3001011269,1 - Restaurant,100.0,A,2757
1,,,11/18/2020,CLOHAN DINING HALL,100 DALTON MCMICHAEL DR,ELON,27244,3001010900,1 - Restaurant,98.5,A,2709
1,,,11/18/2020,DELANCY'S RESTAURANT,2432 TRIBEK CT,BURLINGTON,27215,3001010725,1 - Restaurant,98.0,A,2590
1,,,11/18/2020,LA PUPUSERIA LAS DELICIAS,945 E WEBB AVE,BURLINGTON,27217,3001011449,1 - Restaurant,98.0,A,1750
1,,,11/17/2020,EL JALAPENO,1241 WHITSETT ST,BURLINGTON,27215,3001011431,1 - Restaurant,98.0,A,1750
1,,,11/17/2020,FOOD LION #699 PRODUCE,1780 W WEBB AVE,BURLINGTON,27217,3001022402,2 - Food Stands,99.0,A,1750
1,,,11/17/2020,RAMBLIN' RIVER MERCANTILE,20 ROXBORO ST,HAW RIVER,27258,3001011273,1 - Restaurant,100.0,A,2757
1,,,11/16/2020,CARVER'S RESTAURANT,3352 S CHURCH ST,BURLINGTON,27215,3001011301,1 - Restaurant,97.0,A,2709
1,,,11/16/2020,CHEN'S CAFE,1183 UNIVERSITY DR,BURLINGTON,27215,3001011027,1 - Restaurant,96.5,A,2709
1,,,11/16/2020,MOSCAS ITALIAN RESTAURANT,3402 S CHURCH ST,BURLINGTON,27215,3001011349,1 - Restaurant,94.5,A,2709
1,,,11/16/2020,WAL MART  5346 DELI,1318 MEBANE OAKS RD,MEBANE,27302,3001020568,2 - Food Stands,99.5,A,2757
1,,,11/13/2020,EL PALMAR MEXICAN RESTAURANT,203 W HARDEN ST,GRAHAM,27253,3001011248,1 - Restaurant,98.5,A,2005
1,,,11/13/2020,MCEWEN DINING HALL,114 N WILLIAMSON AVE,ELON,27244,3001011420,1 - Restaurant,98.5,A,2709
1,,,11/13/2020,MEX-AM CAFE,210 N MAIN ST,GRAHAM,27253,3001011247,1 - Restaurant,97.0,A,2005
1,,,11/13/2020,OUTBACK STEAKHOUSE,2735 LONG PINE RD,BURLINGTON,27215,3001010677,1 - Restaurant,98.5,A,2590
1,,,11/12/2020,FOOD LION #0848 PRODUCE,1282 S FIFTH STREET,MEBANE,27302,3001020400,2 - Food Stands,99.0,A,2757
1,,,11/12/2020,FOOD LION 1078 PRODUCE,2208 N CHURCH ST,BURLINGTON,27217,3001020399,2 - Food Stands,100.0,A,2757
1,,,11/12/2020,FOOD LION 2590 PRODUCE,630 N FIRST ST,MEBANE,27302,3001020394,2 - Food Stands,98.0,A,2757
1,,,11/12/2020,SILVER CORKSCREW,1353 S CHURCH ST,BURLINGTON,27215,3001011465,1 - Restaurant,98.5,A,2590
1,,,11/10/2020,DOMINO'S PIZZA,2447 N CHURCH ST,BURLINGTON,27217,3001020623,2 - Food Stands,97.0,A,2757
1,,,11/10/2020,STAVRO'S GRILL,331 MAPLE AVE,BURLINGTON,27215,3001010174,1 - Restaurant,98.0,A,2590
1,,,11/10/2020,THE PARK RESTAURANT,1610 S CHURCH ST,BURLINGTON,27215,3001011199,1 - Restaurant,99.0,A,2590
1,,,11/9/2020,BLAKEY HALL DIETARY,501 BLAKEY HALL LN,ELON,27244,3001010775,1 - Restaurant,96.0,A,2709
1,,,11/9/2020,CHILI'S GRILL AND BAR,1445 UNIVERSITY DR,BURLINGTON,27215,3001010792,1 - Restaurant,93.0,A,2709
1,,,11/6/2020,HONG KONG CHINESE RESTAURANT,2763 S CHURCH ST NEW MARKET SQUARE,BURLINGTON,27215,3001010287,1 - Restaurant,97.0,A,2590
1,,,11/6/2020,PLAZA LATINA GRILL,502 W ELM ST,GRAHAM,27253,3001011086,1 - Restaurant,95.0,A,2005
1,,,11/5/2020,TAAZA INDIAN BISTRO,3252 S CHURCH ST,BURLINGTON,27215,3001011374,1 - Restaurant,93.5,A,2590
1,,,11/4/2020,LA FIESTA MEXICAN RESTAURANT,216 S MAIN ST,GRAHAM,27253,3001011352,1 - Restaurant,97.5,A,2005
1,,,11/3/2020,ALAMANCE COMMUNITY COLLEGE CULIANRY,1247 JIMMIE KERR RD,GRAHAM,27253,3001010004,1 - Restaurant,99.0,A,2005
1,,,11/3/2020,FRANCO   PIZZERIA,1939 NC HWY 119 S .,MEBANE,27302,3001011416,1 - Restaurant,98.0,A,2757
1,,,11/3/2020,HARRIS TEETER #345 DELI & WINE BAR,2727 S CHURCH ST,BURLINGTON,27215,3001011481,1 - Restaurant,100.0,A,2590
1,,,11/2/2020,ALAMANCE CROSSING STADIUM 16 CINEMAS,1090 PIPER LANE,BURLINGTON,27215,3001011347,1 - Restaurant,98.5,A,2709
1,,,11/2/2020,BIGGBY COFFEE,1429 UNIVERSITY DR SUITE 101,BURLINGTON,27215,3001011460,1 - Restaurant,99.5,A,2709
1,,,11/2/2020,CHINA GARDEN,1342 MEBANE OAKS RD,MEBANE,27302,3001010882,1 - Restaurant,97.0,A,2757
1,,,11/2/2020,CRAZY MEXICO,1138 ROXBORO ST UNIT A,HAW RIVER,27258,3001011318,1 - Restaurant,98.0,A,2757
1,,,11/2/2020,MYKONOS GRILL,2253 S CHURCH ST,BURLINGTON,27215,3001011173,1 - Restaurant,99.5,A,2590
1,,,10/30/2020,DIXON'S JAMAICAN TASTE,3261 S CHURCH ST,BURLINGTON,27215,3001011467,1 - Restaurant,97.0,A,2709
1,,,10/29/2020,PAULIE'S PUB AND GRILL,415 W. HAGGARD AVE.,ELON,27244,3001011384,1 - Restaurant,97.0,A,2709
1,,,10/28/2020,HURSEY'S BAR B Q,1234 S MAIN ST,GRAHAM,27253,3001010701,1 - Restaurant,97.0,A,2005
1,,,10/28/2020,LOWES FOODS DELI,1191 UNIVERSITY DR,BURLINGTON,27215,3001011379,1 - Restaurant,97.5,A,2709
1,,,10/28/2020,LOWES FOODS MEAT AND SEAFOOD,1191 UNIVERSITY DR,BURLINGTON,27215,3001020391,2 - Food Stands,97.0,A,2709
1,,,10/28/2020,SAKURA NORTH JAPANESE STEAKHOUSE,2130 N CHURCH ST,BURLINGTON,27217,3001010650,1 - Restaurant,93.5,A,2005
1,,,10/27/2020,FAIRFIELD INN & SUITES,111 SPRING FOREST DR,MEBANE,27302,3001011419,1 - Restaurant,100.0,A,2757
1,,,10/27/2020,SANDY CROSS MART 2,2073 N NC 49 HWY,BURLINGTON,27217,3001011423,1 - Restaurant,90.5,A,1750
1,,,10/26/2020,QUALITY MART #2,1126 MEBANE OAKS RD,MEBANE,27302,3001011409,1 - Restaurant,97.5,A,2757
1,,,10/26/2020,TANGENT EAT BAR,116 W LEBANON AVE,ELON,27244,3001011327,1 - Restaurant,98.5,A,2709
1,,,10/26/2020,THE LOUNGE BAR AND GRILL,960 PLANTATION DR,BURLINGTON,27215,3001011424,1 - Restaurant,99.5,A,2590
1,,,10/26/2020,WHISTLE EXPRESS,1001B W MAIN ST,HAW RIVER,27258,3001011402,1 - Restaurant,100.0,A,2757
1,,,10/23/2020,C & Z GRILL,139 W ELM ST,GRAHAM,27253,3001011457,1 - Restaurant,95.0,A,2005
1,,,10/23/2020,DUNKIN DONUTS,2526 SOUTH CHURCH ST.,BURLINGTON,27215,3001011041,1 - Restaurant,98.0,A,2709
1,,,10/23/2020,LOWES FOODS #236 DELI,1020 MEBANE OAKS RD,MEBANE,27302,3001011042,1 - Restaurant,98.0,A,2757
1,,,10/23/2020,MCDONALD'S #33262,1471 UNIVERSITY DRIVE,BURLINGTON,27215,3001011011,1 - Restaurant,98.0,A,2709
1,,,10/23/2020,TACONTENTO,312 PROVIDENCE RD.,GRAHAM,27253,3001020223,2 - Food Stands,96.5,A,2005
1,,,10/22/2020,CANCUN MEXICAN RESTAURANT,3153 GARDEN RD,BURLINGTON,27215,3001011200,1 - Restaurant,98.0,A,2590
1,,,10/22/2020,CARUSO'S PIZZA,1501 E MAIN ST,MEBANE,27302,3001010897,1 - Restaurant,98.0,A,2757
1,,,10/22/2020,CIAO PIZZA ITALIAN RESTAURANT,1343 MEBANE OAKS RD,MEBANE,27302,3001010873,1 - Restaurant,99.0,A,2757
1,,,10/22/2020,DRAKE'S,1377 BOONE STATION DR,BURLINGTON,27215,3001011445,1 - Restaurant,97.0,A,2709
1,,,10/22/2020,GOLDEN CHINA RESTAURANT INC,202 S MAIN ST,GRAHAM,27253,3001010064,1 - Restaurant,96.0,A,2005
1,,,10/22/2020,TICKLE MY RIBS,1183 UNIVERSITY DR,BURLINGTON,27215,3001011282,1 - Restaurant,98.5,A,2709
1,,,10/21/2020,BLUE RIBBON DINER,2465 S CHURCH ST,BURLINGTON,27215,3001010024,1 - Restaurant,98.0,A,2590
1,,,10/21/2020,CRACKER BARREL,135 SPRING FOREST DR,MEBANE,27302,3001010737,1 - Restaurant,98.0,A,2757
1,,,10/21/2020,HARDEE'S SKAT-THRU  1841,2124 W WEBB AVE,BURLINGTON,27217,3001010165,1 - Restaurant,97.0,A,1750
1,,,10/21/2020,HURSEY'S BARBECUE,1834 S CHURCH ST,BURLINGTON,27215,3001010087,1 - Restaurant,99.0,A,2590
1,,,10/21/2020,SMITHFIELD'S CHICKEN 'N BAR B Q,1710 S NC 119 HWY,MEBANE,27302,3001010785,1 - Restaurant,99.5,A,2757
1,,,10/20/2020,BOJANGLES #2032,595 GREGORY POOLE LN,MEBANE,27302,3001011479,1 - Restaurant,99.0,A,2757
1,,,10/20/2020,KING CHEF,2948 S CHURCH STREET,BURLINGTON,27215,3001011007,1 - Restaurant,96.5,A,2590
1,,,10/16/2020,DOMINO'S,1348 JAVA LANE,BULINGTON,27215,3001020421,2 - Food Stands,97.0,A,2709
1,,,10/15/2020,CIRCLE K 2720112,110  W HAGGARD AVE,ELON,27244,3001020673,2 - Food Stands,99.0,A,2709
1,,,10/15/2020,FOOD LION DELI  699,1780 W WEBB AVE,BURLINGTON,27215,3001020526,2 - Food Stands,98.5,A,1750
1,,,10/15/2020,GOLDEN CORRAL,3108 GARDEN RD,BURLINGTON,27215,3001010932,1 - Restaurant,99.0,A,2590
1,,,10/15/2020,T G K,1552 W WEBB AVE,BURLINGTON,27217,3001010178,1 - Restaurant,94.0,A,1750
1,,,10/14/2020,SHEETZ 592,2669 MAPLE AVE,BURLINGTON,27215,3001011346,1 - Restaurant,99.5,A,2005
1,,,10/13/2020,HURSEY'S BAR-B-Q,428 COMPASS DR,MEBANE,27302,3001011343,1 - Restaurant,98.0,A,2757
1,,,10/13/2020,LA SABROSITA,1124 N CHURCH ST,BURLINGTON,27217,3001150003,15 - Commissary (Pushcarts/Mobile Foods),95.5,A,2005
1,,,10/13/2020,SAN MARCOS MEXICAN RESTAURANT,3111 WALTHAM BLVD,BURLINGTON,27215,3001011331,1 - Restaurant,95.5,A,2709
1,,,10/12/2020,MIXED RICE,3258 S. CHURCH STREET,BURLINGTON,27215,3001011422,1 - Restaurant,96.5,A,2590
1,,,10/9/2020,CHINA INN BUFFET,2310 MAPLE AVE,BURLINGTON,27215,3001010469,1 - Restaurant,97.5,A,2590
1,,,10/9/2020,HARRISON'S,2773 S CHURCH ST NEW MARKET SHOPPING CENTER,BURLINGTON,27215,3001010081,1 - Restaurant,99.0,A,2590
1,,,10/8/2020,COOK OUT  6,414 HUFFMAN MILL RD,BURLINGTON,27215,3001020485,2 - Food Stands,99.0,A,2590
1,,,10/8/2020,FATHER & SON,4714 FOREST LAKE DRIVE,MEBANE,27302,3001040027,4 - Push Carts,100.0,A,2757
1,,,10/7/2020,BEST WESTERN BREAKFAST,770 HUFFMAN MILL RD,BURLINGTON,27215,3001010853,1 - Restaurant,99.5,A,2590
1,,,10/7/2020,STARBUCKS COFFEE,1231 MEBANE OAKS RD SUITE 100,MEBANE,27302,3001011334,1 - Restaurant,96.0,A,2757
1,,,10/7/2020,STEEPD TEA BAR,2573 BILL LOY DR,ELON,27244,3001011305,1 - Restaurant,99.0,A,2709
1,,,10/6/2020,SUBWAY,4000 ARROWHEAD BLVD SUITE 104,MEBANE,27302,3001011184,1 - Restaurant,97.5,A,2757
1,,,10/6/2020,SUTTONS AT THE WRIKE,114 N MAIN ST,GRAHAM,27253,3001011395,1 - Restaurant,95.5,A,2005
1,,,10/6/2020,THE OAK HOUSE,112 N WILLIAMSON AVE,ELON,27244,3001011304,1 - Restaurant,97.5,A,2709
1,,,10/5/2020,"BARNES & NOBLE BOOKSELLERS,INC",3125 WALTHAM BLVD,BURLINGTON,27215,3001010895,1 - Restaurant,97.0,A,2709
1,,,10/5/2020,BURRITO LOCO,3263 S CHURCH ST,BURLINGTON,27215,3001011407,1 - Restaurant,97.5,A,2709
1,,,10/5/2020,MAYFLOWER SEAFOOD RESTAURANT #10,1160 HUFFMAN MILL RD,BURLINGTON,27215,3001010451,1 - Restaurant,98.0,A,2590
1,,,10/1/2020,POPEYES LOUISIANA KITCHEN,720 S MAIN ST,GRAHAM,27253,3001011322,1 - Restaurant,98.5,A,2005
1,,,9/30/2020,CHRIS'S,3453 NC HWY 87 S,GRAHAM,27253,3001011332,1 - Restaurant,91.5,A,2005
1,,,9/30/2020,SUBWAY #34861,1318 S MEBANE OAKS RD,MEBANE,27302,3001010810,1 - Restaurant,98.0,A,2757
